v_mean,v_std,a_mean,heading_change_ratio,maneuverability_sigma,label
0.6899032944181591,0.04725404101050046,0.6698051196553043,0.02356717452141281,5.854537827565737,bird
0.7948415987993566,0.049233207460029585,0.6243382756320746,0.02529440946425095,6.284478104728104,bird
0.7581161814514447,0.060762386421671886,0.6928476692930834,0.024535174034675346,6.179584370749689,bird
0.7552201395927507,0.04618815966878857,0.6915838290868025,0.023919590072500968,6.314398946248143,bird
0.7555913206172973,0.04602745183911808,0.6407617961105836,0.02818438518402602,5.361586653012315,bird
0.7471213157788532,0.0654434576110083,0.6417781712948168,0.024660270259065687,6.059070806953609,bird
0.7669376422922883,0.04255992123629979,0.6506838668811528,0.024790344769634674,6.1871452552321164,bird
0.8120466380582962,0.06055036506636972,0.6697664556169123,0.02434967310383316,6.669608550034702,bird
0.6999689665018453,0.05306169083739479,0.549714378866707,0.026864492779619772,5.210918944928866,bird
0.8061202082689749,0.0572401467036563,0.7043757481788011,0.02531207383023492,6.369205561833461,bird
0.7020515369153024,0.04780829797408487,0.6411605845023394,0.026534467140654692,5.291424453231925,bird
0.7745565459430257,0.050623177319484076,0.6503629667279365,0.02582353423511978,5.998614794026335,bird
0.7081529383912303,0.059478396836373744,0.63484663729421,0.025759034326104838,5.498078891675582,bird
0.7630947519383051,0.0568919099919134,0.679459543167453,0.025473175333654015,5.991129073967714,bird
0.7597026621939702,0.050864401850340676,0.5903286961513232,0.025482969374230495,5.962205171180143,bird
0.7198051946636139,0.03898697189564367,0.5957395648036662,0.025541676134432163,5.63610301983321,bird
0.756302681981562,0.05010652216850265,0.6318290564336426,0.02539886679853946,5.955175221921238,bird
0.7263095338871346,0.045492149593742454,0.6991007937106608,0.026318460632615247,5.519186924423528,bird
0.7559089401599811,0.04386522472961708,0.661978387769172,0.02606605131471068,5.799731897036038,bird
0.7517681046965821,0.051768802621072064,0.634518898411785,0.027399054458180305,5.487351911879632,bird
0.7376282222276639,0.05715203333674429,0.588004938273776,0.025817515448407897,5.713952173396861,bird
0.7352370482771795,0.04594504543410525,0.6103258398547281,0.02362779101848307,6.22323533912896,bird
0.7915881284159983,0.048835969113733564,0.6586565076815998,0.02325989277190575,6.806176954724762,bird
0.7557617636948448,0.044597061632677376,0.6543442849103448,0.024247895506701415,6.233375603141229,bird
0.7624846066575016,0.05417361453005735,0.6986296381260639,0.02418975757053749,6.303938306935821,bird
0.7382163578986597,0.05193711008562325,0.6251540073283134,0.023589820339174707,6.258510198684857,bird
0.7902736248950312,0.07108767181308816,0.706602040437178,0.025347413867760144,6.2352955195177175,bird
0.7549554481519323,0.05340885211168347,0.5786809936970888,0.02609385728872489,5.786243961667047,bird
0.7251314819711511,0.05640244875493894,0.638085720312124,0.02827496176504063,5.128964794025875,bird
0.7372306413352291,0.05524774007083682,0.6189536568395171,0.025415239798767544,5.801261216667988,bird
0.7126935070760652,0.041662461753093225,0.5200837287264694,0.026213677712563107,5.437366692187246,bird
0.7194201611346385,0.04087727535906174,0.685691525075206,0.0274779551942226,5.236157863787545,bird
0.7550462085736165,0.046092449646032214,0.6229920456821272,0.025323434256007804,5.962990564352094,bird
0.7399765032222638,0.06531489779080242,0.684678015754963,0.02518866943518966,5.875242603543124,bird
0.7188533315680445,0.050573572584322,0.5500213936078951,0.02556268708804064,5.624023671912124,bird
0.7397749725088946,0.0430945156180746,0.6701420041233237,0.027620333769752505,5.356552080132226,bird
0.7079462391128833,0.053814835592446375,0.5960354359575626,0.026519629672865374,5.3388385884925205,bird
0.7146469614798432,0.041021507720890096,0.5987749126206853,0.02531426099507104,5.64598194984608,bird
0.7682374628475899,0.055271671160839204,0.6211592660580909,0.025951790927848033,5.920273311210594,bird
0.7451855903593879,0.06163971549550436,0.6855893936677058,0.027359870350960616,5.447094167122082,bird
0.7318911116041774,0.04460920899184866,0.5882517252355318,0.02600722297139795,5.628156125035475,bird
0.7606791601852844,0.04518633646457945,0.6583517802241898,0.025679302746684347,5.924227422101423,bird
0.754136657511429,0.06110319349681894,0.7611065983171507,0.02544518182568874,5.927311735465726,bird
0.728088655089464,0.03746559928573283,0.6123841115971722,0.02681854839244636,5.4295413694451895,bird
0.7004951776240381,0.0557399648767002,0.615003042008277,0.02444144092196131,5.731798556681955,bird
0.7670997612712382,0.05631972200466733,0.6401635563524996,0.025638823781012048,5.983663393888796,bird
0.748769145026038,0.055639077636108036,0.6092048260568841,0.024647053820102495,6.075690595905571,bird
0.7519393959290518,0.04958678629336494,0.6721458817454493,0.024788574072696544,6.066582630625418,bird
0.76157366672566,0.04688443418385005,0.696491198867025,0.02802694337935391,5.434392853228712,bird
0.7623417598305378,0.05418253055728146,0.7067217711858359,0.02494513580256217,6.111907477028688,bird
0.4507553676604937,0.045021671935971064,0.2909182114708417,0.034020626550228146,2.649818800320961,bird
0.4739216316428128,0.040614015222246586,0.3211364797686185,0.02706720793234477,3.5016873813521094,bird
0.45699995337106186,0.0372508581772919,0.34187114755924625,0.026829015818023758,3.4066347336770213,bird
0.46110876836002185,0.03341592406980712,0.33645828259721516,0.02482660890715671,3.7144868759026792,bird
